"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
07/14/2022 06:12:50,Trade,0x23bc3f2f6613cb523147cc8f8fdb1f7fedbb7cca51a97179d3c27423388ef116,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00350468,ETH,...,
07/14/2022 06:51:25,Trade,0xe458d751bf7b499e66de19a520684b2068957a94c29c36d052bf2476da889a0a,42229.44303600,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 06:51:25,Trade,0xe458d751bf7b499e66de19a520684b2068957a94c29c36d052bf2476da889a0a,,,...,,,,,2.11000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 06:51:25,Trade,0xe458d751bf7b499e66de19a520684b2068957a94c29c36d052bf2476da889a0a,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00588241,ETH,...,
07/14/2022 07:30:04,Receive,0x3ab1ebed70489e8147e571f087bb6ff45d8b3b437929df6639a221053e5bdc54,8.27210441,COMP,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 08:04:47,Trade,0x3a02147c8ac68fbb5892cf96547a3428723a6ad9dc4abcb13b6f7ca6166cf9ed,409.27049398,COMP,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 08:04:47,Trade,0x3a02147c8ac68fbb5892cf96547a3428723a6ad9dc4abcb13b6f7ca6166cf9ed,,,...,,,,,20000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 08:04:47,Trade,0x3a02147c8ac68fbb5892cf96547a3428723a6ad9dc4abcb13b6f7ca6166cf9ed,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01104878,ETH,...,
07/14/2022 08:09:18,Trade,0xf72a93224cdf5f0732a7a282b81426a1a934cb76af4cd8ddd64576c13007f858,34089.39403701,1INCH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 08:09:18,Trade,0xf72a93224cdf5f0732a7a282b81426a1a934cb76af4cd8ddd64576c13007f858,,,...,,,,,20000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 08:09:18,Trade,0xf72a93224cdf5f0732a7a282b81426a1a934cb76af4cd8ddd64576c13007f858,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.04073238,ETH,...,
07/14/2022 08:12:27,Send,0x2e8e01336fbaf4b1ab39f04b677662ad68f4a090eeed21f0f9601e54b2a49b20,,,...,,,,,2229.44303600,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00130552,ETH,...,
07/14/2022 18:16:01,Send,2023e3d032352b39a2aec788f5900c62e6615806adf8b908c02f79ef8a2a85c6,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00231313,ETH,...,
07/14/2022 18:19:35,Trade,0xc251f44efa5896eea16e6a14dc3b60c143b4019f6080176f9e9f142217a48754,20860.15753700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 18:19:35,Trade,0xc251f44efa5896eea16e6a14dc3b60c143b4019f6080176f9e9f142217a48754,,,...,,,,,34089.39403701,1INCH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 18:19:35,Trade,0xc251f44efa5896eea16e6a14dc3b60c143b4019f6080176f9e9f142217a48754,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03651778,ETH,...,
07/14/2022 18:21:13,Trade,0xd821f6dbbff4442ea6772fafc0017ad3b81d76f34372fb9cd3f7f39888d4fd98,22312.17164100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 18:21:13,Trade,0xd821f6dbbff4442ea6772fafc0017ad3b81d76f34372fb9cd3f7f39888d4fd98,,,...,,,,,417.54259840,COMP,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 18:21:13,Trade,0xd821f6dbbff4442ea6772fafc0017ad3b81d76f34372fb9cd3f7f39888d4fd98,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02175449,ETH,...,
07/14/2022 19:08:46,Trade,0xa807c26789d1ddcbee5d1cd1f739324e4fcf9915889c5f29e22b650923687752,2.08972851,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/14/2022 19:08:46,Trade,0xa807c26789d1ddcbee5d1cd1f739324e4fcf9915889c5f29e22b650923687752,,,...,,,,,43172.32917800,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/14/2022 19:08:46,Trade,0xa807c26789d1ddcbee5d1cd1f739324e4fcf9915889c5f29e22b650923687752,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01085915,ETH,...,
07/15/2022 12:50:36,Trade,0x7880b1b1a2a7c9cf068a4a395e3b92dfb3bde59bb72dedfb950fd95c7bdc1488,43932.94277400,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/15/2022 12:50:36,Trade,0x7880b1b1a2a7c9cf068a4a395e3b92dfb3bde59bb72dedfb950fd95c7bdc1488,,,...,,,,,2.08972851,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/15/2022 12:50:36,Trade,0x7880b1b1a2a7c9cf068a4a395e3b92dfb3bde59bb72dedfb950fd95c7bdc1488,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00702547,ETH,...,
07/15/2022 16:19:16,Trade,0x5e26e2c1ef1216b5e6849b69f4ff3d868969705c5ccbcd73670ce8b46186277a,2.11486960,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/15/2022 16:19:16,Trade,0x5e26e2c1ef1216b5e6849b69f4ff3d868969705c5ccbcd73670ce8b46186277a,,,...,,,,,43932.94277400,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/15/2022 16:19:16,Trade,0x5e26e2c1ef1216b5e6849b69f4ff3d868969705c5ccbcd73670ce8b46186277a,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00822776,ETH,...,
07/16/2022 04:01:15,Trade,0x0c83e8e224883b338a49ffb45e22315b06e8412cf5a21dae3f8ef8c1a7fe33b5,43796.96143900,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/16/2022 04:01:15,Trade,0x0c83e8e224883b338a49ffb45e22315b06e8412cf5a21dae3f8ef8c1a7fe33b5,,,...,,,,,2.11486960,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/16/2022 04:01:15,Trade,0x0c83e8e224883b338a49ffb45e22315b06e8412cf5a21dae3f8ef8c1a7fe33b5,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00220949,ETH,...,
07/16/2022 04:03:05,Send,0xbb27aebdab4c6cd9a8c27607242c1eac4536b5d125a6bb59c6b6928f2bde01f1,,,...,,,,,20000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00069100,ETH,...,
07/16/2022 04:13:40,Send,0x9991bc98b2df6eb37ff728b17eee40a95bbdfde0b0418b1d9d64cc150a1bac7e,,,...,,,,,20000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00077194,ETH,...,
07/16/2022 06:30:00,Receive,0x2c983c08e65711535a404d5776e28dce95f6cd87a96f9cc3facb9a0fe45d0aba,800.00000000,$ AaveReward.com,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/19/2022 16:02:18,Trade,0x2d1df177fe51ee2664eb04ac1aa7bbc9b2837d129365f22ce05ea724e49ef1ab,5.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/19/2022 16:02:18,Trade,0x2d1df177fe51ee2664eb04ac1aa7bbc9b2837d129365f22ce05ea724e49ef1ab,,,...,,,,,249.16424603,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/19/2022 16:02:18,Trade,0x2d1df177fe51ee2664eb04ac1aa7bbc9b2837d129365f22ce05ea724e49ef1ab,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02069665,ETH,...,
07/19/2022 16:04:36,Trade,0xffb7981406956c73f3cdcb83011cbfc41dfeb849ce40afe42139686ac39b4786,115819.24209200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/19/2022 16:04:36,Trade,0xffb7981406956c73f3cdcb83011cbfc41dfeb849ce40afe42139686ac39b4786,,,...,,,,,5.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/19/2022 16:04:36,Trade,0xffb7981406956c73f3cdcb83011cbfc41dfeb849ce40afe42139686ac39b4786,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01332082,ETH,...,
07/19/2022 17:59:32,Trade,0xea5409d40eda6fa5864757824142626e334dd58be2d5b81d0ffcb8bb9fedd2a3,75.53332784,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/19/2022 17:59:32,Trade,0xea5409d40eda6fa5864757824142626e334dd58be2d5b81d0ffcb8bb9fedd2a3,,,...,,,,,119616.20353100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/19/2022 17:59:32,Trade,0xea5409d40eda6fa5864757824142626e334dd58be2d5b81d0ffcb8bb9fedd2a3,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01911426,ETH,...,
07/20/2022 08:09:07,Receive,0xcf3a910d9b79a5bd227a08caaf0aaf4d8d5c2381d361a0cca788f1e31690df0b,17000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/20/2022 08:10:36,Trade,0xe3e26fecbc0ad88775ebc185e958dd9a7ee67f12ae4eece7e8996510d925a4ab,11.07113981,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/20/2022 08:10:36,Trade,0xe3e26fecbc0ad88775ebc185e958dd9a7ee67f12ae4eece7e8996510d925a4ab,,,...,,,,,17000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/20/2022 08:10:36,Trade,0xe3e26fecbc0ad88775ebc185e958dd9a7ee67f12ae4eece7e8996510d925a4ab,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00297116,ETH,...,
07/20/2022 08:43:45,Trade,0xbc7f96014d17f8a6d60817b5ec3fca01d18e85288b9a1155c6a528a0ae4e7720,4285.91118226,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,86.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00238580,ETH,...,
07/20/2022 13:21:39,Receive,0x3d053fb28015f9e57bdd138e17063f9730d5b1e804757ccfb920fa6e8ca3331e,48000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/20/2022 13:24:53,Trade,0xff3a2ede9f2e02e11ac0d7eb2cca6639a572604d04c42bcde70fdb9334827123,2.00996538,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/20/2022 13:24:53,Trade,0xff3a2ede9f2e02e11ac0d7eb2cca6639a572604d04c42bcde70fdb9334827123,,,...,,,,,48000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/20/2022 13:24:53,Trade,0xff3a2ede9f2e02e11ac0d7eb2cca6639a572604d04c42bcde70fdb9334827123,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00764371,ETH,...,
07/20/2022 13:48:00,Receive,0x5eea19b047cdf0a636b0bcfe3bc394c72ffb8da9aaaf5ce6760ffe34cd9ed754,400.00000000,ClaimCompound.com,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/21/2022 16:11:05,Send,26d10fbe287f21b2b342ee480d71f7289dc0347cc3c4cb485a54118dae412ec4,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00227768,ETH,...,
07/21/2022 16:12:29,Send,0xe5b3a36619e6fbda840a77a3f74b63fd6992724a3a677f5f700e993d42ad8a78,,,...,,,,,2.00996538,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00486701,ETH,...,
07/22/2022 07:23:25,Receive,bd0707a168edaa86a27ce52bea83491b1482926a7320ae7a806d1feeed006310,28.17362526,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/22/2022 07:23:25,Send,bd0707a168edaa86a27ce52bea83491b1482926a7320ae7a806d1feeed006310,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00182937,ETH,...,
07/22/2022 10:48:09,Trade,0xb32742ed3e80693ddc442bbfd2d1129b1793ce9c2f74c19767ed0eb4ce533780,2.01440505,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,29.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00115328,ETH,...,
07/22/2022 14:04:09,Trade,0xde845407bb6d3ac0809b58c91da1f712bc1b61d83ac80db8ea47b42ea92827c3,47207.34027200,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/22/2022 14:04:09,Trade,0xde845407bb6d3ac0809b58c91da1f712bc1b61d83ac80db8ea47b42ea92827c3,,,...,,,,,2.01440505,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/22/2022 14:04:09,Trade,0xde845407bb6d3ac0809b58c91da1f712bc1b61d83ac80db8ea47b42ea92827c3,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01136054,ETH,...,
07/22/2022 21:14:57,Trade,0x9df360a80a031d1ba7a4e98aa6b26ed63a21757c55ad1b1db35aff87543c8079,30.79019378,WETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/22/2022 21:14:57,Trade,0x9df360a80a031d1ba7a4e98aa6b26ed63a21757c55ad1b1db35aff87543c8079,,,...,,,,,47207.34027200,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/22/2022 21:14:57,Trade,0x9df360a80a031d1ba7a4e98aa6b26ed63a21757c55ad1b1db35aff87543c8079,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00622067,ETH,...,
07/22/2022 21:17:37,Send,2fdf7d9e7dea37f26edf3c2aa1268ece41cfd0527c8e225ba3a9febd47fb9aef,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00050150,ETH,...,
07/22/2022 21:18:32,Trade,0x7e2f3f1f9fed284cc9cf793f31a33dea47379ba8d903960ee4966eff27f7974f,30.76941141,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/22/2022 21:18:32,Trade,0x7e2f3f1f9fed284cc9cf793f31a33dea47379ba8d903960ee4966eff27f7974f,,,...,,,,,30.76941141,WETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/22/2022 21:18:32,Trade,0x7e2f3f1f9fed284cc9cf793f31a33dea47379ba8d903960ee4966eff27f7974f,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00065806,ETH,...,
07/22/2022 21:48:20,Trade,0x58efc5b97794dcd019f7b782f7f5d3d7da1feba6ae7756943abac150cb4dfad8,0.02078237,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
07/22/2022 21:48:20,Trade,0x58efc5b97794dcd019f7b782f7f5d3d7da1feba6ae7756943abac150cb4dfad8,,,...,,,,,0.02078237,WETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
07/22/2022 21:48:20,Trade,0x58efc5b97794dcd019f7b782f7f5d3d7da1feba6ae7756943abac150cb4dfad8,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00114543,ETH,...,
07/23/2022 04:20:26,Trade,0x672f2dcd12e80a916b17b7b1051b0a9ff1386334bbeb3ad19c3849b9d80e0111,46928.63456500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,30.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00509356,ETH,...,
07/23/2022 04:34:16,Send,0xf6ca7ab0fcd1e2a0d0c77d3376a209bbaeb3071c976c9d3803c09404f99380e8,,,...,,,,,3000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00042799,ETH,...,
07/23/2022 04:36:27,Send,0x06574df37c9bf13a2fe4edb16c07fdf127494dc79f3380751b11cc09236ea936,,,...,,,,,3000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00049126,ETH,...,
07/23/2022 04:40:23,Send,0xf2408a92073e99b63beec009d53083b1a81a2f4369c61160d0577aa650017200,,,...,,,,,2000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00053263,ETH,...,
07/23/2022 04:43:47,Send,0xf0be28e3466f007842721b98cbc12b9470d5439c2953a79a7d5baa272cd5c345,,,...,,,,,2000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00052641,ETH,...,
07/23/2022 04:50:31,Send,0xf6d26297db6160d0bb121473386285be600383ea4bf816d3581d1dc6594f0dbf,,,...,,,,,36928.63456500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00106379,ETH,...,
07/28/2022 05:16:28,Trade,0x54a9579c8930379b0df358fd4bce3b7715a3f272d6eae1b3515040429c35a7b5,1141.33598300,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.70000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00307021,ETH,...,
07/28/2022 05:17:45,Send,0x34c440c424e0460290935cfd96af4b43a009e9ff2488599549e33f8386e77c2b,,,...,,,,,1140.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00131909,ETH,...,
08/03/2022 15:33:32,Receive,0x86230d33995787a7100da8402428f81abddcb805e42a8862f5a894face99ee29,2000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/03/2022 15:34:47,Send,0x13ce7afbcc81390770e6d243b3c70e08205de5bc372083426aadd36916b10c14,,,...,,,,,1000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00131676,ETH,...,
08/03/2022 15:35:20,Send,0xaeb34ad76012324384d40819da2b1b59778298ad64743e39a9cca53a8a2f4124,,,...,,,,,1000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00117809,ETH,...,
08/05/2022 09:27:13,Receive,0xe009c63315963e9e86fa31f9702ac2822f95b9b699b0fdfa12cd5e4642460d4c,400.00000000,Compound-Claim.com,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/09/2022 10:17:56,Receive,0x8e442ff079bc591c5bff40dcbf6c08bc6e66188436695aa7b7cc63caae68a56e,50000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/09/2022 11:09:38,Trade,0xe999d69483bfb236dfe1c2dfa4b4dca9746746d14b200ac735ab64714e7f68fe,29.12738894,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/09/2022 11:09:38,Trade,0xe999d69483bfb236dfe1c2dfa4b4dca9746746d14b200ac735ab64714e7f68fe,,,...,,,,,50000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/09/2022 11:09:38,Trade,0xe999d69483bfb236dfe1c2dfa4b4dca9746746d14b200ac735ab64714e7f68fe,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00191501,ETH,...,
08/09/2022 14:05:31,Receive,0xef4dd58536c116fdc5cbe71d57baba21c158e757e5030aa280ba64e5f582d748,30000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/09/2022 14:19:40,Trade,0x4aa890d7ae28aa2d20ae5b1e9b58b8f74951d922f230791e529089042f6b8242,1.30539825,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/09/2022 14:19:40,Trade,0x4aa890d7ae28aa2d20ae5b1e9b58b8f74951d922f230791e529089042f6b8242,,,...,,,,,30000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/09/2022 14:19:40,Trade,0x4aa890d7ae28aa2d20ae5b1e9b58b8f74951d922f230791e529089042f6b8242,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02364922,ETH,...,
08/10/2022 16:31:46,Trade,0x8b5d2705b98982a722638f1c68da20b3cdb45f32b514c26e4c60550a0a527d3f,31285.50840400,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/10/2022 16:31:46,Trade,0x8b5d2705b98982a722638f1c68da20b3cdb45f32b514c26e4c60550a0a527d3f,,,...,,,,,1.30539825,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/10/2022 16:31:46,Trade,0x8b5d2705b98982a722638f1c68da20b3cdb45f32b514c26e4c60550a0a527d3f,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01560843,ETH,...,
08/10/2022 16:34:33,Trade,0xe2bd4ba83d653bb054d0d7a6304c44d54dbec6951b0392609d6f92df5946b62e,53260.47910400,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,29.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00650793,ETH,...,
08/10/2022 16:55:02,Send,0x3e2443da9bb38927f4175fd1a15e94545d500c5e1017e513e81820f1d32ae4eb,,,...,,,,,1500.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00337536,ETH,...,
08/11/2022 01:28:21,Send,0x80a354b79fdbdd51437f488d9e169cbdec6e7386a4dc86d9ae4f4e4e0941a594,,,...,,,,,3000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00164548,ETH,...,
08/11/2022 05:45:48,Send,0x82b845fd4597c0025d2fd4c9e3b2d2ee210a7d26445090bdbadab217fe4773ed,,,...,,,,,80047.32349100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00211304,ETH,...,
